   44     1   0.1270  0.0027    -53.577 0.355     40.169  0.234     
   45     1   0.1336  0.0029    -52.220 0.341     37.416  0.223     
   46     1   0.1248  0.0026    -58.698 0.331     40.497  0.216     
   47     1   0.1209  0.0029    -40.725 0.561     40.225  0.416     
   48     1   0.1269  0.0035    -39.458 0.594     41.213  0.445     
   49     1   0.1312  0.0031    -42.199 0.494     38.978  0.363     
   50     1   0.1312  0.0029    -48.411 0.401     39.778  0.277     
   51     1   0.1262  0.0030    -49.872 0.352     38.543  0.235     
   52     1   0.1261  0.0029    -54.493 0.347     39.559  0.228     
   53     1   0.1282  0.0030    -42.869 0.449     38.997  0.327     
   54     1   0.1214  0.0026    -45.860 0.427     39.516  0.301     
   55     1   0.1190  0.0030    -41.838 0.555     41.088  0.410     
   56     1   0.1316  0.0031    -57.716 0.337     39.284  0.219     
   57     1   0.0000  0.0000    0.000   0.000     0.000   0.000     
   58     1   0.1242  0.0027    -57.256 0.332     38.446  0.216     
   59     1   0.1395  0.0040    -79.177 0.320     33.483  0.149     
   60     1   0.1318  0.0030    -56.207 0.327     37.543  0.212     
   61     1   0.1367  0.0032    -42.781 0.512     39.438  0.378     
   62     1   0.1307  0.0032    -62.858 0.319     31.908  0.205     
   63     1   0.1302  0.0027    -45.394 0.383     38.889  0.262     
   64     1   0.1278  0.0030    -41.439 0.586     40.869  0.436     
   65     1   0.1301  0.0028    -50.531 0.399     40.874  0.275     
   66     1   0.1428  0.0035    -40.472 0.314     30.053  0.202     
   67     1   0.1356  0.0029    -47.206 0.386     39.330  0.263     
   68     1   0.1454  0.0033    -47.182 0.391     39.299  0.269     
   69     1   0.1303  0.0030    -46.620 0.484     41.581  0.354     
   70     1   0.1352  0.0030    -46.789 0.484     41.137  0.354     
   71     1   0.1331  0.0030    -46.130 0.416     40.139  0.290     
   72     1   0.1276  0.0032    -41.075 0.583     40.467  0.434     
   73     1   0.1282  0.0032    -58.958 0.323     36.521  0.208     
   74     1   0.1391  0.0031    -55.104 0.331     35.640  0.213     
   75     1   0.1316  0.0030    -49.166 0.426     41.054  0.299     
   76     1   0.1270  0.0028    -45.932 0.421     39.657  0.293     
   77     1   0.1391  0.0033    -61.187 0.321     33.208  0.207     
   78     1   0.1362  0.0031    -47.543 0.366     38.958  0.248     
   79     1   0.1397  0.0032    -54.950 0.329     36.722  0.213     
   80     1   0.1361  0.0037    -41.227 0.613     41.476  0.458     
   81     1   0.1309  0.0030    -44.647 0.455     39.868  0.329     
   82     1   0.1312  0.0031    -41.248 0.550     39.142  0.407     
   83     1   0.1361  0.0030    -57.101 0.336     34.442  0.218     
   84     1   0.1391  0.0029    -53.472 0.347     38.264  0.228     
   85     1   0.1412  0.0031    -44.393 0.487     40.472  0.355     
   86     1   0.1298  0.0028    -47.870 0.408     40.350  0.281     
   87     1   0.1399  0.0031    -45.540 0.467     40.456  0.339     
   88     1   0.1256  0.0032    -42.715 0.581     41.727  0.432     
   89     1   0.1272  0.0033    -39.625 0.568     39.330  0.422     
   90     1   0.1311  0.0053    -84.621 0.369     33.422  0.168     
   91     1   0.1348  0.0028    -47.746 0.388     39.369  0.265     
   92     1   0.1373  0.0030    -48.428 0.412     40.614  0.287     
   93     1   0.1487  0.0032    -49.453 0.351     36.837  0.230     
   94     1   0.1466  0.0032    -45.215 0.432     39.328  0.302     
   95     1   0.1391  0.0033    -51.402 0.321     33.246  0.206     
   96     1   0.1463  0.0034    -50.414 0.346     36.038  0.226     
   97     1   0.1348  0.0041    -38.358 0.641     41.826  0.483     
   98     1   0.1364  0.0033    -42.312 0.540     39.261  0.398     
   99     1   0.1426  0.0034    -43.912 0.488     39.651  0.355     
  100     1   0.1359  0.0028    -58.498 0.319     34.528  0.207     
  101     1   0.1415  0.0032    -45.937 0.342     36.062  0.223     
  102     1   0.1351  0.0031    -45.466 0.412     39.365  0.285     
  103     1   0.1406  0.0029    -46.521 0.346     37.259  0.228     
  104     1   0.1614  0.0043    -36.897 0.615     38.735  0.462     
  105     1   0.1478  0.0035    -61.460 0.321     31.788  0.206     
  106     1   0.1392  0.0028    -52.166 0.344     36.374  0.223     
  107     1   0.1356  0.0030    -44.474 0.442     39.083  0.312     
  108     1   0.1375  0.0032    -52.557 0.349     38.001  0.226     
  109     1   0.1433  0.0033    -39.393 0.555     37.551  0.412     
  110     1   0.1490  0.0031    -61.266 0.339     35.963  0.217     
  111     1   0.1387  0.0031    -56.760 0.334     35.663  0.216     
  112     1   0.1411  0.0031    -48.384 0.361     38.183  0.239     
  113     1   0.1360  0.0028    -53.291 0.342     38.729  0.222     
  114     1   0.1383  0.0027    -55.710 0.354     39.949  0.233     
  115     1   0.1313  0.0027    -46.411 0.448     40.200  0.318     
  116     1   0.1351  0.0034    -59.327 0.319     32.942  0.206     
  117     1   0.1285  0.0028    -50.351 0.345     38.491  0.224     
  118     1   0.1388  0.0030    -45.040 0.458     39.487  0.325     
  119     1   0.1308  0.0045    -37.334 0.626     41.398  0.472     
  120     1   0.1300  0.0029    -48.028 0.381     39.593  0.259     
  121     1   0.1376  0.0030    -45.508 0.478     40.908  0.348     
  122     1   0.1425  0.0034    -41.763 0.560     39.127  0.412     
  123     1   0.1467  0.0031    -56.184 0.339     36.457  0.222     
  124     1   0.1399  0.0029    -53.806 0.348     39.885  0.229     
  125     1   0.1424  0.0031    -51.216 0.354     38.284  0.232     
  126     1   0.1420  0.0030    -50.128 0.370     39.230  0.246     
  127     1   0.1354  0.0030    -46.456 0.415     39.725  0.290     
